gene_id	gene_id_clean	gene_name	chrom	start	end	strand	gene_type	chromosome_clean	is_chrX	overlaps_chrX_PAR	within_chrX_PAR	PAR_status	literature_gene_id_clean	literature_symbol	literature_escape_category	literature_escape_class	Andergassen_Status	Berletch_Status	Borensztein_Status	Calabrese_Status	Cheng_Status	Finn_Status	Gendrel_Status	Janiszewski_Status	Li_Status	Lopes_Status	Marks_Status	Reinius2010_Status	Reinius2016_Status	Splinter_Status	Wu_Status	Yang_Status	Yue_Status	Yang2022_Status	Bowness_Status	escape_match_method	preferred_escape_class	atlas_gene_group	atlas_gene_group_display
ENSMUSG00000051038	ENSMUSG00000051038	Rhox11	chrX	37165471	37174018	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000051038	Rhox11	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000071766	ENSMUSG00000071766	Rhox12	chrX	37192954	37199784	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000071766	Rhox12	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000050197	ENSMUSG00000050197	Rhox13	chrX	37210096	37218844	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000050197	Rhox13	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000048047	ENSMUSG00000048047	Zbtb33	chrX	37278670	37285923	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000048047	Zbtb33	silenced	nonPAR_subject				S							S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000036502	ENSMUSG00000036502	Tmem255a	chrX	37285450	37341316	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036502	Tmem255a	silenced	nonPAR_subject																		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000016327	ENSMUSG00000016327	Atp1b4	chrX	37405061	37425646	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000016327	Atp1b4	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000016534	ENSMUSG00000016534	Lamp2	chrX	37490234	37545331	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000016534	Lamp2	facultative	nonPAR_variable_escape		E		S	S			S		S	S		S		S	S	S	S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000087390	ENSMUSG00000087390	Gm7598	chrX	37565338	37571363	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000087390	Gm7598	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000031095	ENSMUSG00000031095	Cul4b	chrX	37622151	37665073	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031095	Cul4b	facultative	nonPAR_variable_escape	E		S	S	S					S			S			S			S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000000355	ENSMUSG00000000355	Mcts1	chrX	37689455	37702303	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000000355	Mcts1	facultative	nonPAR_variable_escape									E		S					S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000048970	ENSMUSG00000048970	C1galt1c1	chrX	37719662	37723964	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000048970	C1galt1c1	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000085635	ENSMUSG00000085635	Gm14565	chrX	37794358	37826639	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000085635	Gm14565	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000051361	ENSMUSG00000051361	6030498E09Rik	chrX	37861548	38051563	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000051361	6030498E09Rik	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000086157	ENSMUSG00000086157	Gm14643	chrX	38959377	39564438	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086157	Gm14643	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000001986	ENSMUSG00000001986	Gria3	chrX	40489731	40767478	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000001986	Gria3	silenced	nonPAR_subject											S		S		S			S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000037475	ENSMUSG00000037475	Thoc2	chrX	40883868	41009551	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000037475	Thoc2	silenced	nonPAR_subject											S					S			S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000025860	ENSMUSG00000025860	Xiap	chrX	41148556	41198533	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000025860	Xiap	silenced	nonPAR_subject				S	S			S			S		S	S	S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000120132	ENSMUSG00000120132	Gm56676	chrX	41237439	41237914	-	lncRNA	X	True	False	False	nonPAR																									nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000025862	ENSMUSG00000025862	Stag2	chrX	41238194	41366062	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000025862	Stag2	facultative	nonPAR_variable_escape	E			S							S		S			S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000105993	ENSMUSG00000105993	Tex13d	chrX	41578568	41580401	+	protein_coding	X	True	False	False	nonPAR																									nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000005696	ENSMUSG00000005696	Sh2d1a	chrX	41591330	41618207	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000005696	Sh2d1a	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000016150	ENSMUSG00000016150	Tenm1	chrX	41616743	42518003	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000016150	Tenm1	silenced	nonPAR_subject																			S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000078320	ENSMUSG00000078320	Tex13c1	chrX	42680037	42682409	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000078320	Gm362	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000050926	ENSMUSG00000050926	Dcaf12l2	chrX	43454335	43457219	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000050926	Dcaf12l2	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000045284	ENSMUSG00000045284	Dcaf12l1	chrX	43875447	43879074	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000045284	Dcaf12l1	silenced	nonPAR_subject				S							S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000037086	ENSMUSG00000037086	Prr32	chrX	44179781	44181668	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000037086	Prr32	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000085157	ENSMUSG00000085157	4930515L19Rik	chrX	45356436	45417788	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000085157	4930515L19Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000046615	ENSMUSG00000046615	Actrt1	chrX	45417884	45419222	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000046615	Actrt1	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000101233	ENSMUSG00000101233	Gm29242	chrX	45562462	45862976	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000101233	Gm29242	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000031099	ENSMUSG00000031099	Smarca1	chrX	46898245	46981851	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031099	Smarca1	silenced	nonPAR_subject											S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000001173	ENSMUSG00000001173	Ocrl	chrX	47001264	47054745	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000001173	Ocrl	facultative	nonPAR_variable_escape				S	S			S			S		S		S	S		S	E	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000037010	ENSMUSG00000037010	Apln	chrX	47114023	47123730	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000037010	Apln	silenced	nonPAR_subject				S				S			S		S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000037005	ENSMUSG00000037005	Xpnpep2	chrX	47197602	47225858	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000037005	Xpnpep2	silenced	nonPAR_subject											S								S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031101	ENSMUSG00000031101	Sash3	chrX	47235313	47250442	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031101	Sash3	silenced	nonPAR_subject				S							S		S							ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000036985	ENSMUSG00000036985	Zdhhc9	chrX	47260846	47297755	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036985	Zdhhc9	silenced	nonPAR_subject				S				S			S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000063785	ENSMUSG00000063785	Utp14a	chrX	47345739	47371330	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000063785	Utp14a	constitutive	nonPAR_escape	E	E	E	E	S			S	E		E		E		S	S		E	S	ensembl_id	nonPAR_escape	nonPAR_escape	Escape
ENSMUSG00000036959	ENSMUSG00000036959	Bcorl1	chrX	47430235	47496926	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036959	Bcorl1	silenced	nonPAR_subject				S							S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031103	ENSMUSG00000031103	Elf4	chrX	47499923	47552009	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031103	Elf4	silenced	nonPAR_subject				S				S			S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000036932	ENSMUSG00000036932	Aifm1	chrX	47563821	47602440	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036932	Aifm1	facultative	nonPAR_variable_escape	E			S		E					S					S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000031104	ENSMUSG00000031104	Rab33a	chrX	47608162	47619109	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031104	Rab33a	silenced	nonPAR_subject											S		S							ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000036916	ENSMUSG00000036916	Zfp280c	chrX	47630502	47683381	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036916	Zfp280c	silenced	nonPAR_subject				S				S			S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031105	ENSMUSG00000031105	Slc25a14	chrX	47712290	47751171	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031105	Slc25a14	silenced	nonPAR_subject				S				S			S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000051209	ENSMUSG00000051209	Gpr119	chrX	47756856	47763355	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000051209	Gpr119	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031107	ENSMUSG00000031107	Rbmx2	chrX	47783881	47799600	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031107	Rbmx2	silenced	nonPAR_subject			S	S	S			S			S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000079606	ENSMUSG00000079606	Fsip2l	chrX	47930343	47966590	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079606	Gm595	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000119964	ENSMUSG00000119964	Gm35107	chrX	47973780	48083674	+	lncRNA	X	True	False	False	nonPAR																									nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000031109	ENSMUSG00000031109	Enox2	chrX	48098584	48377136	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031109	Enox2	facultative	nonPAR_variable_escape				S	S		E	S			S		S			S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000087369	ENSMUSG00000087369	Gm14696	chrX	48402196	48434114	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000087369	Gm14696	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000086948	ENSMUSG00000086948	Gm14697	chrX	48421286	48536849	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086948	Gm14697	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000036198	ENSMUSG00000036198	Arhgap36	chrX	48552822	48589121	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036198	Arhgap36	silenced	nonPAR_subject											S		S					S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000071764	ENSMUSG00000071764	Or11q2	chrX	48761210	48773702	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000071764	Olfr1320	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000067971	ENSMUSG00000067971	Or5o1	chrX	48812454	48823936	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000067971	Olfr1321	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031111	ENSMUSG00000031111	Igsf1	chrX	48871413	48886626	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031111	Igsf1	silenced	nonPAR_subject											S								S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000056281	ENSMUSG00000056281	Or11n2	chrX	48971868	48980360	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000056281	Olfr1322	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000050504	ENSMUSG00000050504	Or5bh3	chrX	49094325	49108236	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000050504	Olfr1323	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000048173	ENSMUSG00000048173	Or1aa2	chrX	49509875	49517375	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000048173	Olfr1324	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000119984	ENSMUSG00000119984	Gm35612	chrX	49626209	49680423	+	lncRNA	X	True	False	False	nonPAR																									nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000085396	ENSMUSG00000085396	Firre	chrX	49644621	49724198	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000085396	Firre	constitutive	nonPAR_escape	E	E		S							E			E		E		S	S	ensembl_id	nonPAR_escape	nonPAR_escape	Escape
ENSMUSG00000031112	ENSMUSG00000031112	Stk26	chrX	49929924	49981974	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031112	Stk26	silenced	nonPAR_subject																		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000036131	ENSMUSG00000036131	Frmd7	chrX	49984057	50031587	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036131	Frmd7	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000050029	ENSMUSG00000050029	Rap2c	chrX	50092789	50106895	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000050029	Rap2c	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000036109	ENSMUSG00000036109	Mbnl3	chrX	50206146	50295409	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036109	Mbnl3	silenced	nonPAR_subject				S							S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000062184	ENSMUSG00000062184	Hs6st2	chrX	50476089	50770733	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000062184	Hs6st2	silenced	nonPAR_subject											S					S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000055780	ENSMUSG00000055780	Usp26	chrX	50842836	50890110	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000055780	Usp26	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031118	ENSMUSG00000031118	Magea14	chrX	51057572	51061649	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031118	1700080O16Rik	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031119	ENSMUSG00000031119	Gpc4	chrX	51141898	51254129	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031119	Gpc4	silenced	nonPAR_subject			S	S	S			S			S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000055653	ENSMUSG00000055653	Gpc3	chrX	51361303	51702827	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000055653	Gpc3	silenced	nonPAR_subject					S			S			S		S			S			S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000086704	ENSMUSG00000086704	Gm14582	chrX	51385058	51422556	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086704	Gm14582	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000055110	ENSMUSG00000055110	A630012P03Rik	chrX	51664720	51707924	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000055110	A630012P03Rik	silenced	nonPAR_subject								S												ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000086173	ENSMUSG00000086173	Kis2	chrX	51831440	51833837	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086173	Kis2	silenced	nonPAR_subject																			S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000073207	ENSMUSG00000073207	Ccdc160	chrX	51880077	51888345	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000073207	Ccdc160	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000025626	ENSMUSG00000025626	Phf6	chrX	52001143	52045820	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000025626	Phf6	facultative	nonPAR_variable_escape				S				S	E		S		S		S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000025630	ENSMUSG00000025630	Hprt	chrX	52077014	52110536	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000025630	Hprt	facultative	nonPAR_variable_escape	E		S	S	S			S			S		S	S		S	S	S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000101603	ENSMUSG00000101603	Gm28730	chrX	52140071	52142172	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000101603	Gm28730	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000087365	ENSMUSG00000087365	C430049B03Rik	chrX	52141992	52146093	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000087365	C430049B03Rik	facultative	nonPAR_variable_escape	E			S									S					S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000061082	ENSMUSG00000061082	Plac1	chrX	52158872	52328988	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000061082	Plac1	silenced	nonPAR_subject				S							S		S					S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000036022	ENSMUSG00000036022	Fam122b	chrX	52332292	52358682	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036022	Fam122b	silenced	nonPAR_subject				S	S						S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000036013	ENSMUSG00000036013	Fam122c	chrX	52362301	52420062	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000036013	Fam122c	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000023074	ENSMUSG00000023074	Mospd1	chrX	52433475	52459379	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000023074	Mospd1	silenced	nonPAR_subject				S				S			S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000060967	ENSMUSG00000060967	Etd	chrX	52523795	52532453	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000060967	Etd	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000079593	ENSMUSG00000079593	4933416I08Rik	chrX	52576568	52610946	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079593	Gm14597	silenced	nonPAR_subject															S					ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000051851	ENSMUSG00000051851	Rtl8c	chrX	52609999	52610399	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000051851	Cxx1c	silenced	nonPAR_subject													S			S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000067925	ENSMUSG00000067925	Rtl8a	chrX	52644455	52645649	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000067925	Cxx1a	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000067924	ENSMUSG00000067924	Rtl8b	chrX	52671144	52672375	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000067924	Cxx1b	silenced	nonPAR_subject				S				S								S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000121458	ENSMUSG00000121458	AW822252	chrX	52697822	52718739	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000085998	AW822252	Unassigned	nonPAR_uncertain																				symbol	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000055555	ENSMUSG00000055555	Ct55	chrX	52718510	52740410	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000055555	4930502E18Rik	silenced	nonPAR_subject				S																ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000054727	ENSMUSG00000054727	1700013H16Rik	chrX	52744868	52759798	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000054727	1700013H16Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000059334	ENSMUSG00000059334	Zfp36l3	chrX	52776015	52778361	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000059334	Zfp36l3	silenced	nonPAR_subject				S							S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000054626	ENSMUSG00000054626	Xlr	chrX	52779085	52799673	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000054626	Xlr	silenced	nonPAR_subject											S		S					S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000086711	ENSMUSG00000086711	Gm15482	chrX	52971404	52976967	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086711	Gm15482	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000096468	ENSMUSG00000096468	Gm16405	chrX	53533175	53549983	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000096468	Gm16405	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000094714	ENSMUSG00000094714	Gm16430	chrX	53624178	53640986	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000094714	Gm16430	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000067909	ENSMUSG00000067909	Slxl1	chrX	54272236	54289083	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000067909	Slxl1	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031125	ENSMUSG00000031125	3830403N18Rik	chrX	55181932	55198858	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031125	3830403N18Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000073177	ENSMUSG00000073177	Gm773	chrX	55235187	55258241	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000073177	Gm773	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000085114	ENSMUSG00000085114	1600025M17Rik	chrX	55362968	55366024	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000085114	1600025M17Rik	facultative	nonPAR_variable_escape				E									S							ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000073176	ENSMUSG00000073176	Zfp449	chrX	55391760	55411034	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000073176	Zfp449	silenced	nonPAR_subject				S				S			S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000097288	ENSMUSG00000097288	Gm2155	chrX	55416980	55420150	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000097288	Gm2155	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000054850	ENSMUSG00000054850	Smim10l2a	chrX	55419946	55423159	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000054850	6330419J24Rik	silenced	nonPAR_subject				S															S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000058932	ENSMUSG00000058932	Gm2174	chrX	55493325	55493726	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000058932	Gm2174	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000035967	ENSMUSG00000035967	Ints6l	chrX	55500217	55553203	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035967	Ddx26b	silenced	nonPAR_subject				S												S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000064016	ENSMUSG00000064016	Gm648	chrX	55589234	55594966	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000064016	Gm648	facultative	nonPAR_variable_escape				S			E				S									ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
